square_feet,num_bedrooms,num_bathrooms,garage_spaces,year_built,lot_size,distance_to_city_center,price
2519,5,1,1,1935,1.197732311410697,32.11167849091949,387702.7484326039
4782,1,1,0,1905,0.7868641204720214,31.346307066158783,722993.9148349974
4167,2,2,1,2008,1.1488885603100094,15.85351433984227,698059.5422040282
4171,4,2,1,1992,0.7030175132604684,44.46848301764854,711460.8398037588
3301,4,3,2,1957,1.3565300031976002,15.68714836604857,698687.2439835056
585,1,3,2,1922,0.45095208947785104,47.62395881858369,100518.42264726484
3615,4,1,2,1913,1.1618699347780364,2.9313591258734437,726107.5409360928
4732,4,3,2,1972,0.2869590190238918,6.620256647355031,839611.6868884219
2968,4,3,1,1955,1.3298344402901436,36.60178056389812,582407.9083770663
4119,4,3,2,1978,0.0912393013311943,30.82617848509506,771564.0755751794
2136,4,1,0,2001,0.7132823781372851,36.1361471449115,324347.5461454128
4083,3,3,1,1924,0.660824504680678,32.43913853137825,701606.8211616992
4509,4,3,0,1919,0.9544964934019976,26.83299777591951,761348.6950726049
3826,1,3,1,2006,0.6893533713487773,2.5281905453120643,668504.4305302962
2718,4,2,1,1985,0.9040190743917764,40.636718629210094,403041.89224640705
2717,5,3,2,1970,1.2994692816906677,25.997235270275077,543741.8150872181
2869,5,3,0,1917,0.25594136103115683,6.184938240747723,528269.6467139461
4138,1,2,1,2023,0.4040136131902958,10.431914561540085,677724.9576658284
3003,3,2,0,1916,1.2140888821112705,33.43815089506906,458089.90867924626
1443,1,1,1,1913,0.38069276398911633,4.7736328706534525,398264.8532321251
3337,3,1,1,1925,1.3631982941482632,43.60460399614045,502890.20392049453
3160,2,2,1,2003,0.8341764534863295,39.74604875143433,552484.2190638317
3436,5,1,0,1931,0.16870327804367985,16.009676173109185,583825.2716071905
4944,5,3,1,1992,0.07995738779745794,44.292069757562984,827839.7931456908
4447,5,1,0,2003,1.156211646838455,44.37363537484018,595348.2547204142
2176,3,3,0,1958,1.2917087064601491,42.054272154277385,454813.5353686033
1696,1,3,2,1970,0.39780366806754464,16.07511749209835,302384.21345620527
4605,3,3,0,1956,0.39913086102286977,33.137253166026426,680856.5485434018
3287,5,2,1,1972,1.4334480511444052,23.11972186615933,692330.359839275
1961,5,1,1,1911,1.001471348167581,27.405282628211538,387631.1279299023
3818,5,1,1,1902,0.2930404629098119,21.0748022828493,641544.2266061881
1166,5,2,1,1931,0.7004510649440063,1.1954167889086067,248701.76249814284
2676,2,2,0,1996,1.3701323676970918,1.4887789115792054,488432.5064032257
4243,5,1,2,1914,0.9507025832396961,38.869584972656526,745981.7556685049
1100,3,2,0,1908,0.6408309196504135,47.37280729631373,175116.31530870582
3152,5,2,1,1948,0.26899857503872227,12.250682529455997,482300.2618576657
4922,4,3,0,1943,1.1027026742865444,27.671707496134005,866379.3973866436
4324,2,3,2,1980,0.45072618924979796,15.995978051214909,725503.9193083821
4406,5,3,2,1927,0.8705705253011534,24.3996864308643,829914.6944668493
1479,4,2,2,1944,0.9202032902863689,6.789328341883644,348495.220327234
2951,3,2,2,1912,0.8554017487879809,36.54496214518157,505418.73318079434
1128,2,3,2,1946,0.4074145477863422,26.296377361020618,285455.19899584237
2129,5,3,0,1920,1.076998161618036,16.12747738965497,406042.5683717551
4196,3,1,2,1949,0.8707725082250716,33.51486336943627,662827.3284838975
3930,4,3,2,1946,0.6353402485151898,26.050949112628434,622213.4644359314
4174,2,3,1,2013,0.12558973622728423,20.809876045331364,703788.450781612
4429,5,1,2,1904,0.5303325039800113,27.126579625697826,722256.3817875413
3265,3,1,0,1906,0.5610488864296339,47.730185325398494,503571.2058697512
4869,2,1,1,1937,1.1971868795894,4.394755863390786,821026.9466233434
615,4,1,0,1936,0.7944982477461536,46.27498458874616,127299.0242701086
2503,5,2,1,1982,1.4015723538219913,7.190325818693944,546443.0271338117
1192,2,1,2,2004,1.1385583134119204,11.112179543421403,263894.0364901796
3662,4,1,0,1931,0.8301067406344248,48.97984674893935,610056.7545294449
1605,4,2,1,1955,0.29488441804381493,40.692238297392706,240969.6135707615
3508,3,1,0,1942,0.3704981423739332,18.233990480992126,491066.2975056295
2661,4,1,1,1966,0.2821150828140657,20.831358109981558,456104.0659284873
653,4,1,2,2002,0.6921335640287167,15.656636291128613,126798.8320682587
4199,1,2,0,1998,1.097661082378387,12.033374808408988,718658.637764255
4910,4,3,0,1926,1.1510209965738727,3.9829723000431327,826417.1043994023
4286,5,1,0,2001,0.18941928345707604,2.649801432941695,798547.8012615596
1564,2,1,2,1950,0.7690707119909364,25.578283813260533,311013.2735335125
4700,5,1,2,1947,0.748088882288907,26.97516893944169,711676.2915770063
2413,5,1,1,1971,0.686385645858448,38.31656999744627,423518.6569466182
1716,3,2,0,2014,0.48676319645589045,5.661222554191241,468936.5911419345
2901,1,3,1,1952,0.739921689770563,26.22091881329441,542594.1425026422
2272,1,1,1,1982,0.7990797563106488,46.29858915737761,404987.32978799904
2460,5,1,2,1993,0.9195594413881784,42.78030337445573,532340.905634074
3280,2,2,0,1947,0.5971794925548279,27.19388472820024,562610.9246335921
3371,1,3,2,2003,1.420395921352044,7.5480800157038335,620464.5807657334
1160,1,3,0,1909,0.5413160579534275,8.646480332123748,285956.9952732797
3135,5,3,1,1993,1.3478238341883326,24.38954421598446,633514.0432145479
2829,1,1,2,1908,1.21181760230223,31.25035146997989,452222.7931004236
4454,3,1,2,2011,0.7246425251165525,48.95223810477425,677203.3384525437
2950,5,1,0,1985,0.7696529505206239,41.73333726735783,489618.659347733
1632,1,2,1,1994,1.3112993041453942,21.30403697641125,247366.23182700633
1199,1,2,2,1945,0.7644512604091762,18.158190132076413,226176.09360701812
2538,1,2,1,1909,1.0351003820046925,1.6608632176280096,489288.2844167508
2679,5,1,2,1935,1.2234891878317142,1.3780393474144486,487441.49087534624
3338,2,1,2,1909,1.366427763570694,24.247515792883235,576820.4201307065
1373,4,1,2,2015,0.3663380364889499,4.395050653790177,253680.10598807246
583,1,3,1,2016,1.4642803674037659,8.661694352853125,143653.99514208283
1922,4,2,1,2023,1.449733676259364,49.03854240726498,251121.29777180206
3175,4,2,1,1926,0.48116470443320214,36.144945663174006,552525.5614161703
3680,1,3,1,1978,0.9399057720478476,23.16030630635226,592607.8870358369
4816,1,3,1,1918,0.118031028885475,43.036245213384554,823770.2524255676
4475,4,3,1,1910,0.2933496431548922,9.693345066584328,741966.818815278
1891,2,1,1,1931,0.8965349068824106,20.076537305575016,336206.97774303454
3718,4,3,0,1919,0.9926540488960404,15.442782665865424,642047.4776759057
4707,2,1,1,1945,0.8251743214201337,49.777700053753634,644579.8887457354
1114,3,1,1,1959,1.0718471286653302,45.15407568045103,211008.45600632444
3471,2,2,0,1978,1.1996916094069592,26.77810423768637,583233.7061025196
4065,5,3,0,1967,0.2942638473582904,21.777939153175925,687724.2987771466
4076,1,1,1,1916,1.0064450060490422,49.907370520409806,582416.3717766809
770,3,1,1,1964,0.8657674432860314,11.110187404862984,207707.1740672026
4566,4,3,1,1956,0.22050005223343216,20.98637863831958,697597.0740334361
2968,2,1,0,1918,0.3814765101783118,35.876665453659726,479204.134646527
1890,3,1,2,1904,0.6585200766816007,35.48784810885852,317339.3093674814
3854,5,1,2,1981,1.3024497319015111,29.137975662182573,763057.9269266601
4635,2,3,2,1980,0.36468738233122355,47.64259993725159,747464.8602185478
4107,4,1,2,1954,0.3152393536923306,13.091597131283411,707283.3679190556
3083,4,2,2,2005,1.0953800053628848,28.862788085689562,576911.7553264711
4573,2,3,1,2004,1.4648997671083384,40.71341931328206,783741.587601476
3575,5,2,2,1903,0.6986266986269619,12.390633546059155,693989.6004361383
4406,1,2,1,1951,0.5576995408993081,43.68628327251583,652936.2816751952
789,1,2,0,1918,0.4182138545133845,32.317256806981206,145576.33468904096
2980,4,1,0,1930,0.1221242523059848,19.67245840338624,482756.93358039466
3752,5,1,2,1902,0.3087004762210556,32.7369171839415,705844.8510762167
778,4,2,0,2013,0.18545184601677805,46.47504773808319,138827.5399013961
3424,1,2,1,1966,0.7664472543001827,49.42060659898022,584699.613478594
1080,4,3,2,1928,1.468386414083414,14.790276840051213,340897.36548472964
753,2,2,2,1952,1.1917335150476192,45.544641144615525,181875.1412547357
4776,2,1,1,1907,0.92245062121964,2.890729351259138,863678.2455209012
1324,5,2,1,2019,0.7556254911307034,1.3564110066281891,366268.8622700382
4332,1,2,1,1904,0.944913886996267,30.479219223206215,614286.1074167662
1199,5,3,2,1963,0.5952386324611185,24.600638764740445,273738.6926704894
1880,5,2,0,1994,0.30865867578512635,23.98996901458544,351082.8108397717
4396,1,3,0,1926,0.9051717977185167,12.469247841531786,737147.1322925449
2173,3,3,0,1932,0.8157497690524097,30.27560806814219,418386.14122813777
3227,3,2,0,1957,1.4195781973370367,1.8302222252299618,571141.407414803
3656,4,2,2,1961,0.992257628242882,22.25680453452592,561492.1472092088
3888,3,1,1,1981,1.1714742378532184,18.97992607893961,651960.0568258588
4807,2,1,0,1987,0.18441748803393382,10.459625925106295,801263.0219774047
883,5,3,2,1925,1.1533586508678375,26.02649186426181,247625.46903420673
841,4,3,2,1994,1.475130813846427,34.82268816326813,191750.05533566646
2487,5,1,0,1913,1.0033685638017478,40.83546268547256,433151.8680327527
4559,1,3,1,1988,1.1260213703872592,23.650233490563476,777785.4369875928
3609,3,1,1,1931,1.470305807170459,12.754607480451059,636490.8884899188
4582,1,3,2,2022,0.6173483484385105,11.284915415615787,937874.439251757
3298,4,1,1,2002,1.2450588445499875,29.38006416045942,504989.61911471037
3740,2,1,2,1940,0.6295541659338015,20.07340311907717,587422.7896248315
2488,3,3,1,2023,0.6675819941667203,16.56025674573951,509277.49736131454
3914,1,3,0,2020,1.0044507331494086,26.62579994815956,648114.0367390531
2349,3,3,1,1913,0.42180777937372504,28.264735214339463,382578.8713684773
805,5,2,0,1947,1.4895336383128674,12.457592898620689,195113.92924494058
4113,2,2,0,1947,0.5273857719043332,19.53684620953185,596344.6177644755
3249,3,3,2,1990,0.22813244416035033,35.67731851353661,592067.0106169026
1635,2,3,0,1985,0.5177033826629505,19.982515958963187,301280.04720788164
705,5,3,2,1937,1.2911510339190937,22.76096900414445,275092.987677228
3950,5,3,0,1906,0.505195654672756,32.36133945449368,564623.0080522229
4311,1,1,0,1932,0.9364656416240335,10.349423832300387,763755.5133282575
4122,4,2,0,2006,1.4062143056947778,43.47292236791803,706474.7473605209
4099,1,3,1,2004,0.42695078184775154,17.581586002497676,657680.8843029349
3051,2,2,1,1996,0.24047972570989218,34.69512561392248,519231.1203583928
4808,1,2,0,1923,0.19042996230152243,15.563211359159249,777922.3335652438
809,3,1,2,1925,0.6885338906142215,32.75899285717126,218962.0889557799
3208,1,3,0,1949,0.20121571880326417,14.589859541367417,505823.240133057
2491,4,2,2,1941,0.7080221908318947,37.65444644416218,385052.5249339772
771,4,1,0,1994,1.3009395617683996,6.1378426041963134,164119.28029417532
4142,2,3,0,1990,1.1773515506560162,16.0668264253502,681444.4936178547
4586,5,3,2,1912,0.8934662374891678,28.80780029172502,701190.3927507992
2322,4,2,2,1930,1.2831126338715488,32.02625195745544,472142.9908606425
3773,2,1,1,1995,0.19539156950126685,7.770295389292752,621080.6016810094
4849,4,1,2,1922,0.9336556591515951,16.657173090951808,775516.6542384839
1020,4,1,0,1936,0.2176799878426366,5.9876309682517475,272255.93652337755
1476,5,1,2,2003,0.7491021463394913,41.882985764196036,311941.53632607893
4222,3,3,1,2008,0.7220204471908159,49.19934899249518,667008.2924045819
4051,2,2,0,1958,0.43447527915028933,14.906254151665985,744844.2364413152
4605,4,2,0,1957,1.253289224400552,24.67262651580114,810979.9393044813
3273,4,1,0,1915,0.38093011560753576,25.819815398963662,529289.361264421
3052,1,1,2,1938,0.8502466570460113,9.058076791236324,552930.9903486093
3332,3,1,0,1971,0.7492789502956401,33.71296977152349,449761.53719047003
4407,5,2,0,1981,0.6758957063304504,26.322297584283707,665539.5094312695
652,2,3,2,2021,0.09863611485800414,26.178795219455147,110675.7965851003
3464,4,3,0,1990,1.0602640959857044,3.8704863059073036,558421.6006711235
3416,2,1,2,1908,0.06839374782521634,4.916048567431011,563647.2850314265
3300,5,3,2,1963,1.2397934460156959,48.25027531170199,680547.8943268325
2252,3,3,1,1991,0.43627215084746773,47.045828221524744,343905.48466918466
3110,1,2,0,1921,0.2240078757461545,1.8931708529983022,539172.8254998295
4375,3,1,2,1974,0.654708979256736,27.48249498051625,760348.4927752647
1604,1,3,1,1953,0.8610727970838259,4.17760087916602,328538.0119772232
3036,2,1,2,1921,0.500025854957828,39.86420811035015,484211.2198879886
4699,3,1,0,2012,0.22658792077100037,3.4134943089279783,772638.7032496755
4354,3,3,1,1913,0.07657454722804975,27.916342687169788,661819.6466093514
3994,3,2,2,1986,1.0705292022202244,31.344262978384187,691180.5513319849
2414,5,3,1,1965,1.3353319008105344,5.706730104918662,497838.8178733374
3572,2,2,0,1978,0.19575552928564915,30.124220548947694,523435.4553819829
1506,1,3,2,1949,0.38441896156260413,47.14220172707313,229055.2464770575
906,3,1,0,1904,0.07933228250476153,5.769739054903384,150699.90486295903
666,2,2,2,1992,1.333346040966762,34.54870739183484,240237.37926482572
1008,5,2,1,2017,0.6948708963970981,14.291406815044809,316744.4960180307
2161,5,1,0,1996,1.3915330522158207,14.40719042283537,482897.91834043426
4164,2,3,1,2011,0.7287440289858745,27.662163618362367,682420.674807374
3989,1,2,2,2007,1.3001655042213756,46.464305368018856,587974.6930515434
1180,2,3,2,1993,1.4300468209647847,12.305396037609128,357239.98959281883
3024,2,3,0,2009,0.5359699260269758,49.673361720247215,375157.2630431867
2620,4,3,0,1916,0.9790310300173212,5.48113395880566,569055.0773374684
4857,5,1,2,1900,1.0163090044120808,47.06876793903629,876213.842794349
1863,1,3,1,1913,0.08104266603293413,1.8743633717495918,407323.8503344327
1831,4,1,2,2010,0.685432288954599,8.946628461501412,403003.0629484841
2792,2,2,1,1954,1.2902253678140596,48.842920622503925,386890.61031555425
2038,5,3,0,2007,1.4221136305841726,14.039863559716105,421896.47691176925
3908,4,2,1,1916,1.35387026690203,1.3479975362678527,703571.4652308982
1060,4,3,2,1908,1.460702002962431,44.36822975392067,251880.74000494188
1599,1,2,1,1998,0.9969107005569334,45.78468605698516,274049.13628720795
2403,2,1,0,1994,0.38755910836238977,37.476230413225295,447262.96814663237
674,1,2,1,1911,0.8843041481417221,47.038222177294024,84043.84053152309
2656,4,2,2,2021,0.6606587370946447,14.017910457154393,575866.6284443564
2730,4,3,2,2008,0.42504623444915857,32.619821021415746,507914.8659654521
4787,1,3,1,1965,1.1705399098882494,37.375094162929635,759007.1287310417
4660,4,3,2,2017,0.9623381583789326,48.706607914699404,784239.8317970609
4420,3,3,0,1914,1.1956511022107559,45.00904965056133,724568.0840036317
1997,5,1,1,1933,0.44076146833425256,3.8941046117637264,327827.827968284
4354,2,2,1,1936,1.3606325911465704,17.6134341010826,683966.4386683817
3671,5,2,1,1952,0.39613492288279906,31.140959449410232,557369.174424506
2067,2,1,2,1940,0.9227874999804572,42.9139284212631,362413.4973476362
1651,4,2,1,2023,0.13249726192961547,14.703330064998728,372075.47571336187
868,1,3,1,1993,0.8343981892006653,1.3945424152990809,190975.9497573993
542,1,3,1,1977,0.19314894423687334,10.160956200932995,182446.67840970153
2407,4,3,1,2008,0.5317115977207261,21.84161423505054,445937.6768050485
3990,2,2,0,1903,1.2979994251114957,3.996240627508893,691892.1123214881
3035,4,1,2,1907,1.3456146069538015,3.0740599418530277,623946.1817806247
4673,2,1,0,1986,1.162582869244494,20.67929429049525,735911.658796853
3373,4,2,1,1970,0.5831704982613268,32.74590408230777,599037.3646963151
2324,4,1,2,1916,0.8891480817344295,35.81475692836053,511602.3790626531
1793,4,1,1,1921,0.3747695012793598,27.10734554026513,308320.74680236797
3886,1,3,0,2001,1.0336063329591865,22.35779419642058,707908.6367278952
3472,2,2,1,1989,0.5537343766817007,1.9236414535072988,666343.8579327553
4422,4,1,0,1907,0.3704479727860232,13.866897095955563,696102.2374550027
1492,5,2,0,1921,0.8982070189548107,33.82386728268803,318235.9259889574
2886,5,3,2,1939,0.21211317748295633,23.028211405125248,508201.5524526756
2740,1,3,1,2008,1.0457135218944358,13.942057796018167,568782.2183529289
1976,3,1,1,1921,0.32115786614659386,12.241448537224162,436582.2690496225
3907,1,2,1,2003,0.8525102734256255,1.8459998590263567,692505.2136544806
889,3,2,2,1904,0.6191373046306508,41.428137254805804,129618.54080978961
1499,1,3,0,1908,0.8710548306163912,44.02441722163341,256289.2048432443
2355,5,3,2,1959,0.4066447111719782,18.91790545801847,458961.5565592646
1158,4,3,2,1919,0.5000645122508849,35.36166525721975,242184.80027855973
3263,2,1,0,1985,0.25346558674473935,4.18313266264493,553179.3899430304
4163,4,2,1,2022,1.1766001859469604,44.54795435376533,756052.4969118158
1981,5,1,0,1933,0.15166243585888733,45.432393955878716,281954.07450822665
4231,2,2,0,1998,0.5958300431920661,8.68524700942255,709237.7714280664
951,3,3,0,1935,0.7011903449546311,39.24975098779464,234026.63124217527
2975,3,1,1,1982,0.3330490071303013,24.189026624369692,481340.91895515705
3722,5,1,0,1991,0.6079913425233385,34.36998713972284,584881.1727536912
2037,2,1,2,1970,0.6562279205828533,24.25968344154584,414232.75834082183
3593,4,3,0,2004,0.3752790669292007,4.85442067564223,678450.6090622469
1382,5,1,0,1937,0.9769208260082111,42.162017263942566,173038.633719536
4908,3,1,2,1966,0.09473830768824934,5.201144433525419,765363.2408068328
4568,5,3,1,1931,0.3364687625668543,18.64745281462656,802160.0915843698
3066,4,2,2,1945,0.954908708619291,49.311999213270774,459988.01513173257
3777,1,1,1,2008,0.9599147893776335,21.907522369698324,649563.2826273483
874,1,3,1,1994,0.4346307684309164,41.194252504688706,120701.22806587015
4197,4,1,1,2008,1.0404213965557347,9.27726458448273,814430.2728107959
3562,2,1,1,1924,0.7311937819049301,41.67319736976956,565609.408911292
3750,5,2,2,1963,0.8145076605569186,23.5994976830223,607750.5011561633
612,4,3,1,1932,0.532285026748521,25.98658668311954,188539.97356153888
3697,1,2,2,1946,1.4771948661577672,48.46407406221961,635407.9265313641
2878,3,2,0,1968,1.1192114791250989,44.42073578381793,469593.15413831756
2424,4,3,2,1928,0.4102233543002065,18.040816741581825,437900.8934502993
639,4,2,0,1958,0.3930167554058073,47.520960247381055,129163.47461900719
1924,4,1,2,2022,1.172551565561069,6.05294249954682,475003.0689087268
3449,1,3,0,1930,0.6126158347676622,2.283113306173915,623207.567957027
3668,1,3,2,1925,0.1826923350942103,27.09928770280527,591829.0406848195
1016,4,1,2,1962,0.10161987382763084,38.72496528029583,240237.3027264947
3116,4,1,2,1957,0.6502362241366142,11.826062088262542,515345.826058789
1387,2,1,2,1984,0.6513266651984947,4.934443020308272,254215.54752508274
3604,3,2,0,1997,1.0749422180777992,42.429908631037534,564451.3901696055
549,5,2,1,2000,0.8834189000612039,49.32952726663508,222946.22602065402
4451,5,2,2,1948,1.1666741949776955,35.02149094599798,847381.2396732755
4060,5,2,0,1964,0.5107407471995975,48.78794732168023,701157.3615785964
518,1,2,2,1958,0.955164635110962,41.80114254147596,117985.03197240771
1973,1,2,1,1961,1.3342690420247785,13.340761455642163,301203.3912032278
4561,2,3,0,1967,0.15046622794980113,6.379293584859125,783143.0560066599
3106,1,3,0,2010,1.0772544327232667,40.637199699542954,468207.825969229
951,4,3,0,1946,1.0880303662915305,33.320324457717525,244771.0808122487
4265,3,3,2,1921,1.2013439207811383,40.831551331566274,729793.0657836952
2938,3,3,2,1979,0.4401186136853891,36.20006517445341,609842.1930461285
4810,3,3,1,2008,0.6539552866434688,25.752744529796093,898727.6671339414
2049,3,2,1,1963,0.3975771007513736,47.10041202346317,288555.73342565773
3974,5,3,2,1945,0.49744374067791075,37.92442101733619,679986.4883478939
627,5,1,2,1958,1.4543373141016158,1.4176745775343638,248064.0528777589
3261,4,3,0,1931,0.6961983110707999,35.508719827551246,511839.92375838285
4956,2,1,2,1997,1.2804010486437423,27.66293162524975,831034.9220000188
1915,1,1,0,1984,1.20257578827606,7.7766492774575315,278663.27764951874
701,1,3,1,1990,0.6945627437570505,22.321220466799467,143241.64176987187
2869,5,2,2,2005,1.4886597397069716,26.684258133408093,620222.3123186098
1017,3,2,1,1936,1.269131752474387,23.95426711443634,78946.821971878
1841,4,1,2,1966,0.7499078368457088,22.28453480529623,291073.2611410528
2488,2,2,2,1951,0.49907323761514427,31.927984661802128,483470.0065107427
4045,5,1,0,1942,0.1591770994291442,33.2713735528649,703187.5465802122
4302,4,2,2,2008,0.7239598623285659,35.178795097173236,664598.1661848284
3775,4,2,1,1933,0.5720143599718053,38.31044238099243,667719.6995078226
4154,5,2,2,1960,1.081496480700219,41.824322737137535,754806.7334262189
2934,4,2,1,1970,0.07853362819652768,29.134200908083603,504979.69552499766
707,3,3,2,1992,1.2555991180550776,4.573509563712475,251334.82521632838
3133,4,3,1,1966,0.6541107997975586,18.873303832563646,613984.9335589946
4617,2,3,1,1944,0.7311122439482949,1.1857662849490764,795327.7178212636
653,4,1,1,2001,0.31504575796744,30.165157160016484,165932.23632340942
3866,1,3,2,1940,1.409349047573324,48.777728428520845,670923.101790456
4814,4,3,0,2018,0.6276614379502181,41.52716170623925,741867.520416234
2018,5,3,1,1951,1.2719509566210017,24.8254516619297,399021.6881347271
3100,1,2,1,1965,0.3943075131259702,35.70153574584635,556313.3193031547
2695,5,2,0,1911,0.1901526449117248,37.35202905834258,375967.7123282831
4998,2,2,1,1914,0.971853406324962,30.146984346486118,836589.0634710456
4054,3,2,1,2018,1.4774039103541727,44.3935791799323,681282.032286732
2914,2,2,2,2019,0.9880652758567369,16.770195336607685,576399.6276007536
3349,1,3,0,1915,0.9326340288404685,33.99578172708214,533420.7195443384
2242,3,3,1,1902,0.6912345411357653,4.1677668791350975,409761.6086345166
1806,4,2,2,1926,0.4615118775713385,7.774236910116263,292767.02072709554
4349,1,2,2,2009,0.6747082235071269,46.984415002588236,612374.3171439526
4668,3,3,2,1922,0.2659875705595457,27.610593694136742,745541.9050569123
4695,5,3,2,1963,0.42976480976705944,37.96478144531674,825693.1139549393
3055,3,2,0,1932,0.7567088594047664,43.59509009187287,491212.7523325635
2805,5,1,0,1947,0.2599535615445153,46.77265734174514,482241.7162276033
1588,5,2,2,1990,1.1977211381787582,5.397852039289779,429969.69979413296
3142,3,3,0,1987,0.06676391414802582,35.389526215471236,498280.41753287567
1677,2,1,2,1954,0.5163104657965971,31.862380078113976,356676.1457737898
3494,2,2,1,2001,0.7991446176146995,30.406643698048242,598433.0933629121
1059,5,3,1,1926,1.3969743155211987,8.126071102713183,363315.8457001029
3464,1,3,2,1946,0.8815057035899959,38.88647897495738,577328.6921687071
1771,3,3,1,1930,0.4776107652215896,16.463441868561006,303749.79748684925
2313,1,2,2,1978,0.5606764966518732,11.887844925127848,460081.46082400857
3415,2,2,1,1934,0.5417804777796361,35.65632878451675,538272.9883795347
1109,1,1,1,1935,0.3115356003855127,11.552500315299774,167109.58785922622
2961,4,3,0,1923,0.2600305814776538,25.437953995159624,575785.0671381752
4620,4,3,2,1916,0.7469213693017169,16.558607223996844,805287.9309260813
783,2,1,0,1944,0.44187850964825026,41.35041031254806,101705.28764807907
3428,1,2,2,1997,0.18317215889723337,47.76435933749266,487196.8590301671
4896,3,3,1,1961,0.3638940523916921,41.406369710244064,719790.1870568212
1591,2,1,2,1900,0.8050528067151115,20.44724919621859,309637.85619177466
1316,4,3,2,1919,0.42249518110879547,8.976713711625239,377807.3304166134
582,2,2,2,1969,0.3947261645101737,35.2202303829051,174703.9508404623
2420,1,2,2,1968,0.9499519188509694,45.281125537306515,364279.10058149265
3991,1,1,1,1963,1.0496537296812296,20.67187548969256,669899.7148072644
3644,1,1,1,1992,0.3998065386478809,2.9978949579674623,769866.0927581524
2593,5,3,0,1969,0.7346048663799413,7.0932646732807605,488146.64087284973
675,1,2,2,1949,1.1586217918800772,19.750519413894885,193866.91464965025
3204,4,2,0,1952,1.0503611749758408,25.46457235823073,596525.7100380138
869,4,1,1,1996,0.15047155115385233,15.237660857446478,194571.54182097362
2318,5,1,1,2008,0.5721026657034659,24.887368034779485,353906.22500657936
2601,4,3,2,1937,1.0987497532266992,47.9812175207378,553832.6262276513
3990,4,2,2,1951,0.31018436111307784,4.775148280400862,711294.3481785954
2279,2,3,0,1992,0.334094414714707,40.37196594675381,408864.3309415998
1864,1,3,1,2007,0.9637489762845147,23.311047644672364,335616.7293610161
4962,2,1,0,1960,0.4614388826911017,33.03090536051293,872828.8493083331
3842,2,2,1,1973,0.5194381194664618,48.499288654484616,676132.0874075739
4176,4,1,1,1995,0.8080826478972095,23.5182308269786,700133.1425649257
2926,3,3,0,1924,1.1383418946512778,5.7055550489798454,552274.4571892794
572,1,3,1,1991,0.7725188521808073,41.56770488456372,111411.16017528441
3462,3,2,1,1928,1.3454689772141553,13.970945549826537,632196.2337259117
1359,4,2,0,2014,0.2046291871529649,45.35540312205628,190557.48138538605
4356,5,2,1,1934,1.1435163807596176,5.014992037287549,777277.011668602
4638,2,2,0,1946,0.8382753805231739,12.171243813114728,663074.5807180144
2924,4,1,2,1956,1.2341954447034058,48.43539257739938,474606.25625542685
1564,4,1,1,1931,0.5087847284154642,44.13270343381845,226888.4334338888
2717,3,1,0,1945,0.7490470980844984,11.722482098246749,453220.36614782107
4517,5,1,1,1935,1.2442166936866708,39.046788095304315,779879.1997376885
2759,2,3,1,1970,1.2560830058699306,5.228340132047998,530387.1409882711
4251,5,1,0,1909,0.5951861816709366,8.73486592126419,791033.323765256
2586,5,1,2,1945,1.2421841930788091,9.931651495479926,503036.34042755474
868,5,2,0,1997,1.0394777233190218,3.1160692580468994,223312.6879840685
3304,1,3,1,1996,0.6436728089624163,24.744592502177916,583862.4333492806
650,5,1,2,1925,1.4560729618057713,20.141813036926226,166824.7458255593
1634,4,3,2,1947,0.09479676558993391,29.890015595905837,312345.91489123943
3284,1,3,1,1947,0.6048611887231127,34.74728572850715,445522.32380163396
4664,1,3,0,1912,0.4950813356928652,30.17168098685039,681428.025258587
2846,5,3,0,1929,1.4068526497004374,14.645090531866389,615297.8948954969
2750,4,2,1,1995,0.19420719235118927,5.049248150642134,557198.1766010527
560,2,2,0,1996,0.9606354524740119,36.86893216386098,90909.45744011678
3510,5,3,0,1969,1.0891106367615642,16.146823964769332,658516.9252179199
4401,1,3,0,1999,0.3170549448409083,13.105742858919164,740455.9992034622
1837,2,3,2,1965,0.26742389546443096,34.83482616096734,370454.82212604507
1684,2,2,2,1906,0.1193554331445648,22.651944777017317,227121.6598239095
4926,1,2,0,1955,0.28036904069279217,11.021533381656244,620977.7320953052
2051,2,3,1,1929,1.2219118025799667,38.56076471833069,352733.0216514943
4933,4,3,1,2009,1.41873644135855,40.51258156465605,801212.4520282649
2129,4,3,1,1954,1.3570622495959574,49.27905943988108,386810.1663751867
1827,5,3,1,1989,0.5796919538628857,23.931377642015875,433221.0893359029
2026,5,2,0,1988,1.102519488801242,2.7969386849474143,460132.1225573295
2173,2,1,0,1932,1.2492133227095659,26.345562624228304,419444.3684715151
1861,1,1,1,1941,1.2281039583723157,2.139501701225041,379253.3930550019
2073,4,2,0,1905,0.1408931716494375,47.4316777287881,304095.1334741678
3186,3,2,1,1907,0.3615040415713209,9.565832787927109,604438.483348078
4870,5,1,1,1972,1.4114701495153998,46.344421865032814,836209.0366604152
2866,4,1,2,1974,1.1228639408996475,47.55099130597082,543861.8489165312
4257,2,1,1,1987,1.2598109869442613,38.99737970885303,694809.0857275723
2934,4,3,2,1969,0.7954787072851864,5.278048340708882,549348.6023095461
2493,4,1,1,1939,0.6199312702824105,28.359874394019506,428904.33129703085
1369,2,1,0,1955,0.9942742968221087,18.35892485866205,304736.50160822377
